empreendimento,ano,mes,ano_mes,produto,id_produto,safra,uf,municipio,cod_ibge,unidade_comercializacao,vlr_custo_variavel_ha,vlr_custo_variavel_unidade,vlr_custo_fixo_ha,vlr_custo_fixo_unidade,vlr_renda_fator_ha,vlr_renda_fator_unidade
AGRICULTURA EMPRESARIAL                 ,2024,3,202403,ALGODAO EM PLUMA                        ,11182,TODAS                                   ,BA,BARREIRAS-BA                                      ,2903201,15 kg   ,16676.45,139.5,1649.73,13.41,2929.34,23.82
AGRICULTURA EMPRESARIAL                 ,2024,3,202403,ALGODAO EM PLUMA                        ,11182,TODAS                                   ,GO,CRISTALINA-GO                                     ,5206206,15 kg   ,11268.41,93.84,985.85,7.82,842.69,6.69
AGRICULTURA EMPRESARIAL                 ,2024,3,202403,ALGODAO EM PLUMA                        ,11182,TODAS                                   ,MS,CHAPADÃO DO SUL-MS                                ,5002951,15 kg   ,11128.34,92.74,1802.2,15.02,2016.93,16.81
AGRICULTURA EMPRESARIAL                 ,2024,3,202403,ALGODAO EM PLUMA                        ,11182,TODAS                                   ,MT,CAMPO NOVO DO PARECIS-MT                          ,5102637,15 kg   ,13537.28,112.92,1220.88,9.93,1195.23,9.72
AGRICULTURA EMPRESARIAL                 ,2024,3,202403,ALGODAO EM PLUMA                        ,11182,TODAS                                   ,MT,CAMPO VERDE-MT                                    ,5102678,15 kg   ,10272.22,96.59,1846.57,16.79,2395.65,21.78
AGRICULTURA EMPRESARIAL                 ,2024,3,202403,ALGODAO EM PLUMA                        ,11182,TODAS                                   ,MT,SORRISO-MT                                        ,5107925,15 kg   ,12139.52,113.37,1277.76,11.62,1354.61,12.31
AGRICULTURA EMPRESARIAL                 ,2024,3,202403,AMENDOIM                                ,4674,TODAS                                   ,SP,JABOTICABAL-SP                                    ,3524303,25 kg   ,7782.46,47.17,4701.39,28.49,647.57,3.92
AGRICULTURA EMPRESARIAL                 ,2024,3,202403,AMENDOIM                                ,4674,TODAS                                   ,SP,TUPÃ-SP                                           ,3555000,25 kg   ,8966.82,52.75,3863.51,22.73,570.65,3.36
AGRICULTURA EMPRESARIAL                 ,2024,3,202403,ARROZ                                   ,4685,TODAS                                   ,MT,SORRISO-MT                                        ,5107925,60 kg   ,4718.83,87.12,2418.87,44.66,2845.46,52.53
AGRICULTURA EMPRESARIAL                 ,2024,3,202403,ARROZ                                   ,11159,TODAS                                   ,RS,CACHOEIRA DO SUL-RS                               ,4303004,50 kg   ,7920.18,52.8,3888.63,25.92,1212.74,8.08
AGRICULTURA EMPRESARIAL                 ,2024,3,202403,ARROZ                                   ,11159,TODAS                                   ,RS,PELOTAS-RS                                        ,4314407,50 kg   ,8160.81,51.01,3595.31,22.47,552.62,3.45
AGRICULTURA EMPRESARIAL                 ,2024,3,202403,ARROZ                                   ,11159,TODAS                                   ,RS,SANTO ANTÔNIO DA PATRULHA-RS                      ,4317608,50 kg   ,8435.31,56.24,4152.81,27.69,661.99,4.41
AGRICULTURA EMPRESARIAL                 ,2024,3,202403,ARROZ                                   ,11159,TODAS                                   ,RS,URUGUAIANA-RS                                     ,4322400,50 kg   ,7978.45,45.33,2899.76,16.48,939.92,5.34
AGRICULTURA EMPRESARIAL                 ,2024,3,202403,ARROZ                                   ,4685,TODAS                                   ,TO,LAGOA DA CONFUSÃO-TO                              ,1711902,60 kg   ,6570.7,65.71,2130.37,21.3,544.19,5.44
AGRICULTURA EMPRESARIAL                 ,2024,3,202403,BORRACHA NATURAL                        ,11454,TODAS                                   ,ES,VITÓRIA-ES                                        ,3205309,kg      ,4652.83,3.09,521.09,0.35,2292.06,1.52
AGRICULTURA EMPRESARIAL                 ,2024,3,202403,BORRACHA NATURAL                        ,14156,TODAS                                   ,GO,GOIANÉSIA-GO                                      ,5208608,kg      ,18291.77,4.69,3071.3,0.79,2760.52,0.71
AGRICULTURA EMPRESARIAL                 ,2024,3,202403,CAFE                                    ,7498,TODAS                                   ,GO,CRISTALINA-GO                                     ,5206206,60 kg   ,24053.15,451.0,6851.19,128.46,3555.14,66.66
AGRICULTURA EMPRESARIAL                 ,2024,3,202403,CAFE                                    ,7498,TODAS                                   ,MG,PATROCÍNIO-MG                                     ,3148103,60 kg   ,17649.49,630.34,4815.73,171.99,3713.0,132.61
AGRICULTURA EMPRESARIAL                 ,2024,3,202403,CAFE                                    ,7498,TODAS                                   ,SP,FRANCA-SP                                         ,3516200,60 kg   ,18695.05,623.17,2307.04,76.9,5215.14,173.84
AGRICULTURA EMPRESARIAL                 ,2024,3,202403,FEIJAO COMUM CORES                      ,8778,TODAS                                   ,GO,CRISTALINA-GO                                     ,5206206,60 kg   ,4947.26,133.71,804.12,21.73,704.92,19.05
AGRICULTURA EMPRESARIAL                 ,2024,3,202403,FEIJAO COMUM CORES                      ,8778,TODAS                                   ,MG,UNAÍ-MG                                           ,3170404,60 kg   ,8088.025,190.475,1155.485,27.375,749.575,17.915
AGRICULTURA EMPRESARIAL                 ,2024,3,202403,FEIJAO COMUM CORES                      ,8778,TODAS                                   ,MT,SORRISO-MT                                        ,5107925,60 kg   ,7829.17,166.58,2734.07,58.17,2093.68,44.55
AGRICULTURA EMPRESARIAL                 ,2024,3,202403,FEIJAO COMUM CORES                      ,8778,TODAS                                   ,PR,PONTA GROSSA-PR                                   ,4119905,60 kg   ,4923.43,128.44,1448.8,37.8,1813.58,47.31
AGRICULTURA EMPRESARIAL                 ,2024,3,202403,FEIJAO COMUM CORES                      ,8778,TODAS                                   ,SP,TAQUARITUBA-SP                                    ,3553807,60 kg   ,8108.62,176.92,2450.25,53.46,3398.88,74.16
AGRICULTURA EMPRESARIAL                 ,2024,3,202403,MILHO                                   ,4742,2ª SAFRA                                ,CE,CRATEÚS-CE                                        ,2304103,60 kg   ,1531.16,51.04,225.1,7.5,141.46,4.72
AGRICULTURA EMPRESARIAL                 ,2024,3,202403,MILHO                                   ,4742,2ª SAFRA                                ,GO,CRISTALINA-GO                                     ,5206206,60 kg   ,2851.0,35.64,610.94,7.64,651.67,8.15
AGRICULTURA EMPRESARIAL                 ,2024,3,202403,MILHO                                   ,4742,2ª SAFRA                                ,GO,RIO VERDE-GO                                      ,5218805,60 kg   ,3924.18,39.24,932.77,9.33,829.3,8.29
AGRICULTURA EMPRESARIAL                 ,2024,3,202403,MILHO                                   ,4742,2ª SAFRA                                ,MA,BALSAS-MA                                         ,2101400,60 kg   ,2551.24,36.02,608.94,8.6,805.05,11.37
AGRICULTURA EMPRESARIAL                 ,2024,3,202403,MILHO                                   ,4742,2ª SAFRA                                ,MG,UNAÍ-MG                                           ,3170404,60 kg   ,4613.74,46.14,767.73,7.68,617.22,6.17
AGRICULTURA EMPRESARIAL                 ,2024,3,202403,MILHO                                   ,4742,2ª SAFRA                                ,MS,CHAPADÃO DO SUL-MS                                ,5002951,60 kg   ,3443.14,34.43,198.75,1.99,2004.42,20.04
AGRICULTURA EMPRESARIAL                 ,2024,3,202403,MILHO                                   ,4742,2ª SAFRA                                ,MS,DOURADOS-MS                                       ,5003702,60 kg   ,2932.54,34.5,573.86,6.75,1832.17,21.55
AGRICULTURA EMPRESARIAL                 ,2024,3,202403,MILHO                                   ,4742,2ª SAFRA                                ,MT,CAMPO NOVO DO PARECIS-MT                          ,5102637,60 kg   ,3326.64,33.27,1105.96,11.06,1231.04,12.31
AGRICULTURA EMPRESARIAL                 ,2024,3,202403,MILHO                                   ,4742,2ª SAFRA                                ,MT,CAMPO VERDE-MT                                    ,5102678,60 kg   ,3749.98,37.5,1100.79,11.01,2338.01,23.38
AGRICULTURA EMPRESARIAL                 ,2024,3,202403,MILHO                                   ,4742,2ª SAFRA                                ,MT,PRIMAVERA DO LESTE-MT                             ,5107040,60 kg   ,3439.84,34.4,559.23,5.59,1485.45,14.85
AGRICULTURA EMPRESARIAL                 ,2024,3,202403,MILHO                                   ,4742,2ª SAFRA                                ,MT,SORRISO-MT                                        ,5107925,60 kg   ,3766.72,31.39,462.44,3.85,258.33,2.15
AGRICULTURA EMPRESARIAL                 ,2024,3,202403,MILHO                                   ,4742,1ª SAFRA                                ,PI,URUÇUÍ-PI                                         ,2211209,60 kg   ,5163.24,36.88,739.51,5.28,719.87,5.14
AGRICULTURA EMPRESARIAL                 ,2024,3,202403,MILHO                                   ,4742,2ª SAFRA                                ,PR,CAMPO MOURÃO-PR                                   ,4104303,60 kg   ,4381.1,40.44,858.43,7.92,2288.17,21.12
AGRICULTURA EMPRESARIAL                 ,2024,3,202403,MILHO                                   ,4742,2ª SAFRA                                ,PR,LONDRINA-PR                                       ,4113700,60 kg   ,4644.54,48.89,1439.43,15.15,1344.45,14.15
AGRICULTURA EMPRESARIAL                 ,2024,3,202403,MILHO                                   ,4742,1ª SAFRA                                ,PR,PONTA GROSSA-PR                                   ,4119905,60 kg   ,7999.65,40.0,1709.11,8.55,1448.8,7.24
AGRICULTURA EMPRESARIAL                 ,2024,3,202403,MILHO                                   ,4742,2ª SAFRA                                ,PR,UBIRATÃ-PR                                        ,4128005,60 kg   ,4828.14,48.28,1204.15,12.04,2706.29,27.06
AGRICULTURA EMPRESARIAL                 ,2024,3,202403,MILHO                                   ,4742,1ª SAFRA                                ,RS,PASSO FUNDO-RS                                    ,4314100,60 kg   ,7623.11,47.64,1348.5,8.43,1326.21,8.29
AGRICULTURA EMPRESARIAL                 ,2024,3,202403,MILHO                                   ,4742,1ª SAFRA                                ,RS,SÃO LUIZ GONZAGA-RS                               ,4318903,60 kg   ,5706.19,42.96,1160.13,8.73,795.53,5.99
AGRICULTURA EMPRESARIAL                 ,2024,3,202403,MILHO                                   ,4742,2ª SAFRA                                ,TO,PEDRO AFONSO-TO                                   ,1716505,60 kg   ,3847.57,48.09,403.5,5.04,472.18,5.9
AGRICULTURA EMPRESARIAL                 ,2024,3,202403,RAIZ DE MANDIOCA                        ,14214,TODAS                                   ,MS,IVINHEMA-MS                                       ,5004700,t       ,13490.94,539.64,3357.8,134.31,456.0,18.24
AGRICULTURA EMPRESARIAL                 ,2024,3,202403,RAIZ DE MANDIOCA                        ,14214,TODAS                                   ,PR,PARANAVAÍ-PR                                      ,4118402,t       ,12189.15,486.065,10613.87,441.78,585.775,24.305
AGRICULTURA EMPRESARIAL                 ,2024,3,202403,SOJA                                    ,4744,TODAS                                   ,GO,CRISTALINA-GO                                     ,5206206,60 kg   ,3633.77,66.07,835.69,15.19,414.42,7.53
AGRICULTURA EMPRESARIAL                 ,2024,3,202403,SOJA                                    ,4744,TODAS                                   ,GO,RIO VERDE-GO                                      ,5218805,60 kg   ,3580.04,55.08,919.36,14.14,811.8,12.49
AGRICULTURA EMPRESARIAL                 ,2024,3,202403,SOJA                                    ,4744,TODAS                                   ,MA,BALSAS-MA                                         ,2101400,60 kg   ,3194.89,61.44,1291.15,24.83,871.59,16.76
AGRICULTURA EMPRESARIAL                 ,2024,3,202403,SOJA                                    ,4744,TODAS                                   ,MG,UNAÍ-MG                                           ,3170404,60 kg   ,4405.92,80.11,1022.36,18.59,672.08,12.22
AGRICULTURA EMPRESARIAL                 ,2024,3,202403,SOJA                                    ,4744,TODAS                                   ,MS,DOURADOS-MS                                       ,5003702,60 kg   ,3822.98,65.91,1183.67,20.41,1869.48,32.23
AGRICULTURA EMPRESARIAL                 ,2024,3,202403,SOJA                                    ,4744,TODAS                                   ,MT,CAMPO NOVO DO PARECIS-MT                          ,5102637,60 kg   ,3941.6,67.96,1140.28,19.66,1138.2,19.62
